idade,salario,tempo_emprego,score_credito,limite_cartao,dividas,possui_carro,possui_casa,estado_civil,numero_dependentes,renda_extra,concede_credito
45,1392.4990318150076,6.206593474737054,688,658.1679319290442,3,sim,nao,solteiro,2,0,0
65,,5.745635315356962,434,,0,sim,sim,casado,2,0,0
32,5729.122954710914,5.103181385922749,831,12036.97725076274,9,nao,nao,solteiro,1,0,0
51,3639.6530473040984,3.073302564668032,519,7237.766922736747,2,sim,nao,casado,2,0,0
40,2431.2259278549714,4.896283323542543,632,5749.787985547247,9,sim,nao,casado,0,0,1
43,7951.758301007931,3.466221626391418,429,14929.14210343197,0,sim,nao,casado,2,0,0
58,5982.891021788804,4.092951301004748,331,11241.627150651939,1,sim,nao,casado,0,0,0
46,4541.837938156581,7.524896767295225,724,9681.198706716339,1,sim,nao,casado,0,0,1
46,2725.9342337050252,5.552651688590281,597,6296.499283155961,6,sim,sim,divorciado,2,0,0
52,3356.3703431573085,6.829854161995932,803,8020.5286495156915,3,nao,nao,casado,1,0,1
35,7605.180793572463,4.30439448012263,656,15411.335942442212,9,nao,nao,solteiro,3,0,0
29,5275.3238817360925,3.973947962585675,754,8699.682624449426,8,sim,sim,casado,1,0,0
27,,1.5395524073340692,700,,1,sim,sim,solteiro,4,0,0
16,6019.378462449313,3.889890162295409,858,12349.281076752466,8,sim,sim,casado,4,0,0
64,3371.2036251073523,-4.9633436667674165,754,6943.853273999709,5,sim,sim,solteiro,0,0,0
26,8001.686060560756,3.2293341010830954,333,17553.59002746082,9,nao,sim,casado,0,0,0
37,7705.601069793451,4.754377468427483,547,16145.96936421112,7,sim,sim,divorciado,1,1,0
36,4066.8518575944468,6.691020962810468,341,9004.19036115464,6,nao,sim,solteiro,1,0,0
43,3742.659505938279,4.19396636742513,422,5459.814314038125,7,nao,nao,solteiro,0,0,0
49,-236.26639738455924,6.043020626734998,326,-965.1122193749275,8,sim,nao,casado,3,0,0
50,2036.8384568972638,-1.5393659841707361,761,5060.534017436321,7,sim,sim,solteiro,3,0,0
33,2321.0604500844875,4.829489443379151,870,4583.789498698358,5,sim,nao,casado,4,0,0
37,5270.3806819747715,-0.03850837874021007,446,11036.110432085014,7,sim,nao,divorciado,3,0,0
43,4347.53259111728,1.3750894530220021,795,8908.52005316387,7,nao,nao,divorciado,2,0,0
37,2309.329025169517,4.438503356408417,785,5613.0866839231285,1,sim,nao,casado,0,0,0
59,4437.671915070885,8.828791963620663,759,7598.430950396919,1,sim,sim,casado,1,0,0
45,6010.674295294697,6.113620290410177,427,10355.996768273824,0,nao,nao,divorciado,0,0,1
48,6055.6786998311745,5.054692991411351,675,11894.121358437156,9,sim,nao,solteiro,2,0,0
47,1200.6594382822377,4.941408831598693,382,2774.5553347182567,1,sim,sim,solteiro,3,0,0
54,4743.473039032338,2.859113320386598,834,8976.320240039457,6,sim,sim,solteiro,0,0,0
42,2233.318446056779,3.368049759881949,822,4414.590534244745,2,sim,nao,divorciado,2,0,0
24,6803.457394280547,6.282128136412392,402,12231.65678732002,3,sim,sim,casado,3,0,0
44,6568.292832706997,0.8439184446665173,818,11844.798991093172,3,sim,nao,divorciado,4,0,1
32,3203.9455473510834,6.779162150849063,661,5706.441737602176,3,sim,nao,solteiro,4,0,0
33,3467.9095951992003,3.834478798643442,555,7799.129661002285,1,sim,nao,casado,4,0,0
47,4077.4658990033854,7.476671224608696,546,8581.997923449217,5,sim,sim,casado,2,0,0
54,494.4132105373219,7.88328037169625,491,1704.4701537651308,0,nao,nao,solteiro,2,0,0
40,5671.936346881153,-0.019252037517220266,834,12249.100873818175,4,sim,sim,casado,1,0,0
43,4454.310907319738,3.2552577103183458,613,11316.490983296339,1,sim,sim,solteiro,1,0,0
60,6940.350165135718,2.433416936178129,575,12362.02948926454,8,nao,nao,divorciado,4,0,0
42,2803.1815640748946,-0.4381838952194288,672,4744.53129859942,1,nao,sim,casado,0,0,1
71,3761.754103500137,1.9024001713717684,743,8859.124697137942,5,nao,nao,solteiro,3,0,0
46,1986.9494839217696,12.32376753579602,494,3789.466636753162,3,sim,nao,solteiro,1,0,0
18,2991.418873011494,6.82852968863732,557,6464.264411165849,5,sim,sim,divorciado,3,0,0
49,2636.036007863562,10.751863905817263,881,4075.983095335364,1,sim,nao,casado,0,0,1
44,6991.947357692891,7.487295320055007,659,14285.831950055364,1,nao,nao,casado,4,0,0
55,3603.4763024972153,2.7744705169745734,847,8253.860673246983,6,sim,nao,casado,3,0,1
48,5248.351369489227,3.854686409977871,407,10368.6629569276,2,sim,nao,casado,4,0,0
38,4238.473192276391,6.7653085407209215,323,8904.848623280619,2,sim,nao,divorciado,3,0,1
25,2461.069467974374,6.312518610419109,764,5216.005498810755,6,sim,nao,divorciado,0,0,1
37,4663.399153656715,3.267973952874999,321,10145.857349786935,7,sim,nao,casado,1,0,0
29,6198.206663727189,0.47002048826237974,801,11512.041834905165,6,nao,nao,solteiro,2,0,0
33,2584.4812149132954,14.863283562166217,800,3529.863164402899,2,nao,nao,casado,4,0,0
47,6618.225581462757,4.576550982971583,892,13637.677164049646,2,sim,nao,casado,1,0,0
60,3300.5581570446075,4.02278332045214,706,7487.589497061054,6,nao,sim,solteiro,3,0,0
44,4034.0321478543183,5.340003391715905,629,9974.21060914659,2,sim,sim,casado,1,0,0
25,6061.366246020096,4.271814232066914,585,12229.404483828617,1,sim,nao,solteiro,2,0,0
45,3673.127685561024,5.368186723116451,446,6608.887623792046,6,sim,sim,divorciado,4,0,0
54,5075.1497186717315,8.860841858349257,683,10005.17525353199,2,sim,nao,solteiro,4,0,0
32,4370.618342423815,4.626354560940729,310,8708.520821368857,4,sim,nao,divorciado,1,0,0
38,5258.736013407637,1.5118686820167158,575,10289.484833148717,6,sim,sim,casado,0,0,0
40,238.52178895300585,4.515068616564167,867,863.4249770313903,1,nao,nao,solteiro,3,0,0
30,,3.6067946557702677,602,,7,nao,sim,solteiro,1,0,0
47,6231.934012093676,9.271696811740554,503,13752.009151573577,1,sim,nao,casado,0,0,0
38,7074.3628112981005,8.513357194212713,644,12533.428746034208,3,sim,sim,divorciado,4,0,0
45,,5.322575001292396,565,,3,sim,nao,solteiro,3,0,0
29,4511.943295657731,1.1637924355422307,321,7408.275636099762,7,sim,nao,solteiro,4,0,0
34,5589.438505804603,1.3223232096801625,835,10465.08687841992,0,sim,nao,casado,2,0,0
48,,5.045369784753661,395,,8,sim,sim,divorciado,0,0,0
35,944.6454566583025,6.008968907963842,744,1760.3288012713874,5,sim,nao,casado,2,0,1
60,3227.9195060432457,3.8761315420218354,562,6280.39135778616,3,sim,sim,solteiro,2,0,0
35,4334.84124030025,3.559491247378298,883,8507.996000643127,5,sim,sim,casado,2,0,0
42,6406.280394472098,3.2216023004640593,682,14526.83843630219,5,nao,nao,casado,0,0,0
51,9996.86096744299,4.929818119268162,849,21038.390519141023,8,nao,sim,divorciado,3,0,0
22,4543.988546380564,-2.1482870562191945,691,8873.77490281311,3,sim,nao,divorciado,4,0,0
18,2186.0450757920225,1.6960201136908704,839,4744.908398854745,7,sim,nao,casado,3,0,1
21,,3.118847463657948,391,,0,nao,nao,casado,3,0,1
55,7641.99157908142,,865,13891.462745261982,5,sim,nao,casado,3,0,0
33,5216.028241959002,2.558559074213212,458,10351.400430018899,4,sim,sim,solteiro,4,0,1
70,3186.7029096914143,5.541404425493619,527,6724.151960892427,2,sim,nao,divorciado,4,0,0
33,6915.987882960038,5.679628252792988,772,13022.064074266844,3,sim,nao,solteiro,0,0,1
42,6327.09123699687,8.893749516982286,671,11135.604806255182,7,sim,nao,divorciado,1,0,1
58,2947.838311608751,8.787732220892451,675,5348.3330180057055,9,sim,nao,divorciado,4,0,1
64,5762.851235068684,4.827491093615251,852,11274.132968888725,1,sim,nao,solteiro,4,0,1
64,6994.531135317746,3.5735457764316716,336,14979.231665530853,7,nao,nao,solteiro,1,0,0
54,7363.780085117787,3.0085006915229293,336,12940.259189461409,6,sim,nao,casado,4,0,0
52,4867.102049381088,4.276810332602658,400,10150.67545918913,0,sim,nao,divorciado,3,0,0
47,4283.841107641362,3.6978999370292,842,8171.750320746135,1,sim,nao,divorciado,4,0,1
49,,6.660882228074696,489,,6,sim,nao,divorciado,0,0,1
33,2579.67899403823,6.260929452455613,811,6810.080686567686,2,sim,sim,casado,4,0,0
30,5877.158581842011,6.775403573435048,389,10880.909645798964,1,sim,nao,divorciado,1,0,0
39,2259.9467452711415,8.777851134308506,305,5651.321234937292,0,sim,sim,divorciado,3,0,0
37,7130.752544519206,10.58860736420053,438,14723.217897250885,6,sim,nao,solteiro,1,0,0
34,4483.908968777677,5.373990180222671,394,8563.312391188727,2,nao,nao,solteiro,4,0,0
48,7537.166471294939,8.29839131418696,685,15646.991873692246,5,nao,nao,casado,4,0,0
51,5982.825512711054,3.9450194484973546,422,12739.36177206137,9,sim,nao,divorciado,0,0,0
41,2553.55953987614,8.555020950749046,584,4308.860315663924,7,sim,nao,casado,3,0,0
57,7849.255464154487,8.184527471527533,665,14454.260335589373,5,nao,sim,solteiro,4,0,0
26,,8.025247909828973,789,,6,sim,sim,divorciado,0,0,0
37,6764.5729851984315,5.282209523574571,624,13085.740972926982,5,nao,nao,divorciado,0,0,0
31,3476.82426992756,2.994925508027334,706,6260.81846792519,6,sim,nao,casado,1,0,0
17,4387.972091285183,0.8164146864035704,818,9347.33680721077,4,sim,sim,divorciado,3,0,0
39,5290.854434811519,4.879888377436703,376,11128.105853784982,8,sim,nao,divorciado,2,0,0
38,3592.5792013371333,9.599037626747549,533,7393.2093496596135,2,nao,sim,solteiro,0,0,0
58,8384.693144926408,4.0704652959077805,885,17723.235467060626,5,sim,nao,casado,2,0,1
47,5288.6529434520735,7.355379756380163,783,10538.375786820292,8,nao,sim,solteiro,1,0,0
27,-406.6960942147143,7.5318542015567935,763,-392.04602160616747,0,nao,nao,casado,0,0,0
62,5678.711625512441,4.148941337218481,570,11844.96400427974,4,sim,sim,solteiro,3,0,0
54,4303.685206365373,8.949034512558558,766,8200.86154101674,3,sim,sim,casado,2,0,1
46,4850.146887763104,-3.7259822334415116,768,8599.000634206182,8,sim,nao,divorciado,3,0,0
37,4262.7612684286005,1.3317491637854753,846,7297.97804510145,0,sim,nao,divorciado,2,0,0
28,6614.092833213374,2.253103110924621,569,14520.367460534793,3,nao,nao,casado,1,0,0
35,7239.375557106762,2.5408549313978304,677,13462.109469744288,0,sim,nao,casado,0,0,0
53,,6.008788853557687,476,,2,sim,nao,casado,0,1,0
62,4321.377625723682,5.870113409161705,573,10130.66431531658,3,sim,nao,casado,1,0,0
58,4917.32559038166,6.181971716525023,326,9144.49822989062,0,nao,nao,divorciado,4,0,0
34,5039.1992331552565,6.788244482397461,875,10334.469348637816,4,sim,nao,casado,2,1,1
26,3395.139920270326,2.149686292563052,359,6449.083342419942,5,nao,sim,divorciado,2,0,0
41,6157.857297142469,1.3454717995780432,516,11896.088949456222,0,nao,sim,divorciado,4,0,0
18,5920.0846477209325,6.188959046023589,569,13611.030215930743,9,nao,nao,casado,1,0,0
43,8080.882479553347,3.109303779060683,415,17034.602461160004,9,sim,nao,divorciado,3,0,0
38,7510.69956057695,0.28857486389608855,544,14887.307769332836,3,sim,sim,casado,3,0,0
34,3628.6501648197395,7.914032853624445,384,8072.065109439942,3,sim,sim,divorciado,1,0,1
20,6640.596749017929,9.185305719506893,898,14747.597197792647,0,sim,sim,casado,3,0,0
46,3098.093233811057,9.671482669095978,749,5802.4063681796315,1,nao,nao,casado,1,0,0
33,6391.864201881699,5.561023164424161,835,13635.372974512287,9,sim,sim,solteiro,2,0,1
25,3966.7716024797846,6.877796287918708,388,7010.489201292015,4,sim,nao,solteiro,2,0,1
5,2953.493553248831,9.109604670085734,848,5228.507792901435,1,sim,nao,casado,4,0,0
39,5560.090685394809,3.0757526299296973,806,11424.79518855549,2,sim,nao,solteiro,1,0,1
61,-349.1342563082817,8.332033052162275,707,-685.6418647634873,8,sim,sim,divorciado,3,0,1
59,1498.0488511895442,5.826188702429626,570,2915.9978362833754,4,sim,nao,casado,1,0,1
34,4645.016232451434,7.741134957027773,823,10057.8864449358,0,sim,nao,casado,0,0,0
32,5164.883533269685,5.558279062627806,793,10189.4685321122,4,sim,sim,casado,4,0,0
45,4261.362459683623,8.888770129244005,747,9524.201932829534,2,sim,nao,solteiro,0,0,0
28,1841.1274025648027,5.670571287624611,842,4351.918758234358,0,sim,nao,solteiro,4,0,0
43,3364.216315722989,0.548062821597747,649,6812.583683653146,2,sim,nao,divorciado,4,0,1
49,5782.418654474788,9.355779896944167,627,11331.453629534655,5,nao,sim,solteiro,4,0,0
54,6163.563541256725,2.157407777083664,585,12333.538986681244,9,nao,sim,solteiro,0,0,0
38,4967.553764808117,8.759174630731742,334,8820.865774603924,4,sim,nao,divorciado,4,0,0
37,7313.667562073978,4.729271355679034,832,14357.099050157984,0,sim,nao,casado,1,0,0
29,5794.794046918469,8.528032955593119,787,10490.807895637301,1,sim,nao,casado,1,0,0
30,3505.0886920835756,8.404305844600295,786,7452.167706803392,4,nao,sim,divorciado,0,0,0
37,4438.995893176765,6.290428922946114,444,7510.829463582046,8,nao,sim,solteiro,2,0,0
44,2194.2676855842906,6.525605952881392,823,2877.8944916266755,4,sim,nao,divorciado,2,0,0
50,4783.722019217166,6.267885851577698,445,9502.598264454882,4,nao,nao,divorciado,0,0,1
30,7224.201238442677,-1.041474268843233,802,15077.917720441881,0,sim,nao,casado,4,0,0
57,6370.580169421935,5.354990656694606,826,12689.788757322136,4,sim,nao,solteiro,4,0,0
36,7804.018651838243,1.651807471784315,571,16796.21571509698,7,nao,sim,casado,4,0,0
39,4394.229512402014,5.5135614312369885,833,8916.416282987564,8,sim,nao,casado,0,0,0
31,7692.199589028515,1.5711723608503538,394,17681.219736321767,9,sim,sim,divorciado,4,0,0
10,4613.39154710406,1.445144176321775,746,9442.213065601896,2,nao,nao,casado,1,0,0
50,7943.170165139788,9.814803505261706,714,18348.032176316337,3,sim,nao,casado,4,0,1
48,4956.286505115752,8.208342164372569,556,9928.179825280882,6,nao,nao,casado,0,0,0
36,6414.462747608553,4.987572245167537,561,13536.155669688938,6,sim,nao,solteiro,4,0,0
40,7950.224728619711,,386,16059.733590603306,0,sim,sim,solteiro,1,0,0
46,4613.144742837589,4.256251922770973,735,9605.05136988019,5,sim,sim,casado,0,0,0
21,5436.777975088348,6.709629127938569,869,10226.502743135701,8,sim,nao,divorciado,2,0,0
33,7577.726850412604,2.971836900353585,407,15693.169357866938,4,nao,nao,divorciado,0,0,0
49,4733.993672139873,7.981220788603872,318,8217.294367636297,7,nao,nao,casado,3,0,0
24,2358.215434987678,4.240739476957668,664,4630.044480345823,9,sim,nao,solteiro,2,0,0
43,9286.01410916982,3.7404590125063133,678,18021.985660116647,8,sim,nao,divorciado,2,0,0
23,4060.4710713257264,5.065139055454528,459,7726.382542089075,9,nao,sim,divorciado,0,0,0
45,5317.512101875086,3.2265595102231686,399,11623.023894931028,9,nao,sim,solteiro,3,0,0
39,7312.013338902254,5.986047048489449,564,15020.295821663145,2,nao,sim,solteiro,2,0,0
20,3783.012192537596,3.3879122320598007,348,5681.901836895586,0,sim,nao,divorciado,4,0,0
53,2984.2641735557395,6.405570808456508,714,6852.076964552792,1,sim,nao,casado,3,0,0
31,5507.474593549667,8.64801961673443,358,11026.02545954336,4,nao,sim,divorciado,3,0,0
30,1413.8472041752207,2.842034939575479,482,3707.921869500232,9,nao,nao,solteiro,0,0,0
42,4424.18784626416,4.608273628114486,746,8981.366021463595,6,sim,sim,solteiro,0,0,0
53,5490.077328630812,6.383992139106265,600,9683.761844770394,5,sim,sim,solteiro,0,0,0
27,4460.096206349672,3.6924279350557794,854,10336.14363742959,3,sim,nao,solteiro,3,0,0
40,1913.0981136285059,6.392961682479996,653,4635.384417848611,8,nao,nao,casado,1,0,0
45,8188.355912408024,6.666196581955219,512,16480.73256635954,3,nao,nao,divorciado,0,0,0
48,5207.076307898351,8.249785328882911,488,9288.283444319355,2,nao,nao,solteiro,1,0,0
42,7862.304235523482,3.1820298617452645,646,16132.548696182736,4,sim,sim,solteiro,2,0,0
35,4479.9274996391105,2.1716742793085766,436,9250.742481600437,3,sim,nao,solteiro,4,0,0
30,3239.9760366184723,4.0772678313087685,329,5428.3161826729565,1,nao,nao,divorciado,4,0,0
41,5538.36184051032,2.0967429813587,445,11004.416474301333,2,sim,nao,solteiro,1,0,1
27,,6.693494612142491,767,,6,sim,sim,divorciado,3,0,1
4,2644.477084017284,1.5147460994707664,802,3441.0685983522053,1,sim,sim,casado,4,0,1
45,7939.568517574991,11.999049254758065,490,14757.107393434184,0,nao,sim,solteiro,1,0,1
50,3755.459554212008,8.887783584721252,770,7568.187548300125,1,sim,sim,casado,0,0,1
11,1319.467230408863,5.037727308800942,644,1772.1780354892953,7,sim,nao,divorciado,1,0,1
27,7656.332107914665,7.602183478993928,300,16363.820381838472,7,sim,sim,casado,2,0,0
47,,0.08959440706762578,409,,9,sim,nao,solteiro,1,0,0
64,3784.3522147687513,12.570119994198674,363,7190.2491489160975,1,sim,nao,casado,0,0,1
40,1469.2248259400521,3.2293561633985313,352,4031.514209247014,5,sim,nao,casado,1,0,0
31,8481.88297319398,4.638507758301921,561,16509.858976668584,6,nao,sim,casado,0,0,1
37,2421.038825580625,-0.5677998615653097,828,4857.2272057316795,0,sim,nao,casado,0,0,1
56,,6.458861914222684,601,,6,sim,sim,casado,2,0,1
32,6825.240645080881,1.6809675287686732,533,15579.989285668258,7,nao,sim,divorciado,2,0,0
30,5843.433866006194,5.304967284698088,372,12579.913252246533,8,sim,sim,divorciado,4,0,0
34,4880.691376015617,3.3671767012263856,656,10212.076303236028,7,sim,nao,solteiro,0,0,0
28,1596.6682834251674,1.7667681952089698,783,5354.652660808225,2,sim,sim,divorciado,0,0,0
41,3380.5503284654324,2.586915494712149,305,5462.6703507350885,7,nao,nao,divorciado,0,0,1
59,5375.600676085044,5.677364102256564,436,12831.183342208147,2,nao,sim,solteiro,4,0,1
43,3425.6518600260074,1.1555270813935268,703,7079.500767721386,5,sim,nao,divorciado,3,0,1
36,5406.7189199975355,2.753564986929269,854,11242.54813700319,3,sim,nao,solteiro,2,0,0
36,6363.486817630283,6.989820143793434,869,11612.3935921222,6,nao,nao,solteiro,2,0,0
21,6925.005771600203,12.80743962462294,505,12599.604085999492,7,sim,sim,divorciado,0,0,1
50,2547.6412843746334,6.432766458659015,709,4604.143831915395,9,nao,nao,casado,4,0,0
39,9393.292109957907,2.2482150734681374,335,18739.632334624403,5,sim,nao,solteiro,0,0,1
37,6534.958689108261,3.898657489783067,529,13053.787362104069,9,sim,sim,casado,2,0,0
78,4996.5716926618725,5.094767018457735,526,10239.616897653386,3,sim,nao,solteiro,4,0,0
43,7179.073166153281,3.951725148092878,561,13794.850186975558,7,sim,nao,divorciado,1,0,1
30,9730.815543999946,7.709174500210799,430,19914.91710732689,6,sim,nao,casado,2,0,0
34,2122.559797886261,5.6524204490426735,876,2680.803682881667,9,sim,nao,solteiro,1,0,0
53,4549.4747150172925,7.72355715472961,747,10543.177637033557,7,sim,sim,divorciado,3,0,0
41,243.136680253343,4.0566686291071115,485,-94.39856892622879,9,sim,sim,casado,1,0,0
22,5385.30306529605,8.97650065916377,485,10935.679894127243,6,sim,nao,divorciado,4,0,0
51,5730.788483850281,4.500543247155362,573,11104.3098573855,2,sim,sim,divorciado,1,0,0
31,4921.675769114481,2.086430392586025,651,9818.655967507162,2,nao,nao,casado,3,0,0
62,3690.9328580033803,11.531961143126663,712,7667.696102182184,8,nao,nao,solteiro,2,0,0
52,900.9709676233497,-0.47493324088335065,450,5435.158857359398,6,sim,nao,solteiro,3,0,0
34,5747.067366823538,2.7837838240852175,683,9705.159924537384,0,sim,nao,divorciado,4,0,0
55,7910.86896783065,3.1189164445088164,335,14913.628962849623,2,sim,nao,solteiro,1,0,0
40,3817.963088533136,12.52491881916969,625,6395.968098444994,0,sim,sim,casado,1,0,0
50,5880.11985804629,10.420576652439536,764,12063.179171658052,5,sim,sim,casado,4,0,0
45,1863.7113731598988,9.481784430926593,765,4114.785981106596,1,sim,nao,divorciado,0,0,1
29,5914.426127385028,4.0080240128710045,394,13222.12537780311,6,nao,nao,divorciado,4,0,0
32,4213.235404510686,12.278534011525325,433,8476.92557167007,7,sim,nao,casado,4,0,0
52,3475.164098794171,6.1050560115229136,461,8236.941024486068,5,sim,nao,casado,3,0,0
35,,7.9317901109093665,855,,4,nao,nao,divorciado,3,0,0
35,4212.77683593398,5.539086143318621,599,8300.852035558188,9,sim,nao,divorciado,4,0,0
28,5764.866631385071,4.851600286030245,655,10841.509702338644,3,sim,sim,casado,2,1,1
45,2375.6735976089644,4.244663978220862,539,4612.364970699777,8,sim,nao,divorciado,1,0,0
64,4205.769336864294,4.3710800197425135,863,7747.866224365198,7,nao,nao,solteiro,4,0,0
27,4917.056444001704,6.8254749460342365,885,9909.42528136903,4,sim,nao,casado,0,0,0
40,2801.9215509362816,6.101599396326164,466,4811.311667298718,0,sim,sim,casado,1,0,1
56,8593.330403350034,,439,17530.939859850874,7,nao,nao,divorciado,2,0,0
39,3293.009039877317,9.528571978096563,438,4955.1732675681715,7,sim,nao,divorciado,4,0,1
45,3661.1261727330193,-3.9002592062221915,534,7701.661322888048,6,nao,sim,casado,2,0,0
27,3043.384100355004,6.529661743763585,302,6778.249870317641,6,sim,nao,divorciado,1,0,0
45,8596.960174276235,7.153216119976938,555,17768.50915301873,7,nao,nao,solteiro,0,0,0
37,6105.810457198963,8.440888604765508,670,9608.764301605723,0,nao,nao,divorciado,1,0,0
51,3126.8159875127158,4.805385676839917,577,6472.387638129926,2,sim,nao,casado,1,0,0
54,7212.463117719937,5.623760202151873,815,14846.215016610995,3,sim,sim,divorciado,4,1,0
71,5401.397388577757,7.957845149944164,511,13668.582460822458,5,nao,nao,casado,1,0,0
46,5514.506842223003,9.47349921284054,515,11193.500281822806,9,sim,sim,solteiro,4,0,0
43,4311.045582495095,4.098392044463695,569,7149.338458910659,9,sim,nao,casado,4,0,0
42,3501.1680260860535,5.800927349382681,775,5311.5786100885525,8,nao,sim,solteiro,2,0,0
35,5675.532198109203,10.035721893046272,827,11122.39001589555,3,sim,sim,solteiro,0,0,0
44,3909.825540008819,-1.3720812276365528,363,6962.325480088401,5,sim,sim,solteiro,4,0,1
36,8633.51125915021,2.9299622005562442,759,18087.157103332076,8,sim,sim,solteiro,3,0,0
42,2461.417789513792,9.397507935808889,315,6569.319357860537,8,sim,nao,solteiro,2,0,1
55,8072.313545709891,8.27761350082491,863,13732.462363428684,5,sim,nao,divorciado,4,0,0
27,4777.362302404399,6.5673356327800825,318,9225.900324562797,4,sim,nao,solteiro,4,0,1
53,5598.171468042212,3.6542093806726395,624,12484.93780899216,2,nao,sim,divorciado,2,0,1
55,,2.3545445030437415,392,,4,sim,nao,divorciado,1,0,0
38,3739.5014099911277,3.226353142272879,316,6647.130551124294,2,sim,nao,divorciado,4,0,0
14,6728.496769397273,9.644024662456077,787,13835.069588332359,4,nao,nao,casado,0,0,0
32,-415.0877107623546,3.114671932533961,393,373.15802621197076,9,sim,nao,casado,4,0,0
55,3560.0209335561217,5.304268892718974,309,7152.498870043177,9,sim,sim,solteiro,2,0,0
39,3151.8743853178694,2.738877065414762,827,6959.787005729399,0,nao,sim,divorciado,3,0,0
28,2492.9879752564766,7.528322090297081,788,6256.365884791867,5,sim,nao,casado,2,0,0
33,4570.090323842098,3.3838211589606764,443,9061.267579363635,6,sim,nao,divorciado,2,0,0
50,5771.49993636339,4.707218329536757,853,11634.74959792737,1,sim,nao,casado,0,0,0
46,6405.319996998612,-0.05014639912847674,814,13837.557584388895,2,sim,sim,divorciado,1,0,0
37,5481.753514400815,0.15989529138518055,769,11680.012897005723,9,nao,nao,casado,0,0,0
35,3668.613070212906,5.023019579964519,676,8698.279658921118,8,sim,nao,solteiro,0,0,0
35,5738.032875650334,1.0245285344067145,793,12412.161387686332,7,sim,nao,solteiro,4,0,0
28,5248.571389701701,11.315259918003507,783,12253.694668633534,3,nao,nao,solteiro,3,0,0
59,6872.112335872032,-1.1845693363367484,751,13167.679557543403,7,sim,sim,divorciado,2,0,0
36,6553.873405863033,2.5994741040076876,835,13443.673156871122,7,sim,sim,solteiro,0,0,0
54,5060.952827841258,5.050102601802651,374,9982.882818457496,5,sim,nao,solteiro,0,1,0
58,3205.493987677486,3.9046011866126467,339,4751.437475626632,0,sim,nao,casado,1,0,0
51,3694.0996883358384,1.6875636300082428,601,6407.056359835776,1,sim,sim,casado,1,0,0
34,3900.4212807239333,2.126216481514196,851,8909.857615238836,3,sim,sim,casado,3,0,1
44,4369.467332167488,2.0280377675022843,361,9406.737587336314,3,sim,nao,solteiro,2,0,0
39,5536.100855179507,4.1398349155398115,802,12048.114028505117,1,sim,sim,casado,0,0,0
29,,10.855787268552271,544,,8,sim,nao,casado,4,0,0
43,4897.762613969245,5.233811889674629,317,9975.108077424155,1,nao,nao,solteiro,1,0,0
25,5032.2495758009445,8.548701468162571,697,10509.526080711392,5,sim,nao,casado,0,0,0
54,5286.612610000007,6.520929037484425,893,10296.189894132942,4,sim,nao,divorciado,4,0,0
34,3968.1893737353203,8.341587193946662,488,8342.309794144734,3,sim,sim,casado,0,0,0
42,3149.215484714088,-3.3998929077807567,403,4202.758704170707,5,sim,nao,divorciado,3,0,0
43,1489.1242053785804,4.086625936555311,643,3045.4879589864927,3,sim,sim,casado,3,0,1
36,3609.701283846255,8.921406269452142,670,6762.464967197458,8,nao,nao,casado,4,0,0
47,5946.290906535574,3.2847925317519993,332,12416.405893641948,9,nao,nao,divorciado,1,0,0
34,3594.177123920865,10.287419494608837,673,8906.263999169018,6,sim,sim,solteiro,3,0,0
50,4524.385925148121,9.451670461303284,477,9626.91091275968,2,sim,sim,divorciado,1,0,1
23,5932.862574824634,3.592607851617613,311,12511.02274704024,9,sim,sim,solteiro,4,0,0
41,6041.378992845337,3.49050944286093,755,14275.445540791896,3,sim,nao,casado,4,0,1
63,2840.934295667922,1.959182472936594,548,5366.199668300028,0,sim,sim,solteiro,0,0,1
27,6994.118712907282,3.1112173044086067,747,13134.299428366225,5,sim,nao,solteiro,4,0,1
31,7254.700178710971,1.3022328074932545,869,13160.25239507568,1,sim,nao,divorciado,0,0,1
46,2740.3002855628806,6.286433541299017,303,6998.8738971576895,3,sim,nao,solteiro,1,0,0
42,3352.326260717692,0.6318605199606999,535,7858.260341110792,4,sim,nao,solteiro,0,0,0
44,7382.181366292383,6.811199048570666,472,13347.518021668193,7,nao,sim,divorciado,1,0,0
45,4706.292957489398,6.884236090700746,621,10538.305640621094,2,nao,nao,solteiro,3,0,0
47,560.4441050962987,0.016386784448232383,670,1637.2919488433906,5,sim,sim,solteiro,1,0,0
53,2200.6369905346273,9.649455818985018,847,3030.4710049681066,0,sim,sim,divorciado,2,0,0
44,4501.260749655037,6.540827883245665,595,9446.598279148671,8,sim,nao,divorciado,0,0,1
37,2673.914699430796,7.2490940643346065,699,5550.883341202495,0,nao,nao,divorciado,3,0,0
48,4173.152458727117,2.7240043953716833,357,8358.898854647428,1,nao,sim,solteiro,1,0,0
62,5064.792427367158,6.867137355419356,829,8770.28258641712,0,nao,nao,casado,4,0,0
38,7924.509208069458,8.379180349166196,847,18566.721830115304,7,sim,sim,divorciado,0,0,0
28,4419.092167544422,4.7041748029859685,707,7683.744509998399,3,sim,nao,divorciado,1,0,0
53,7145.083599145518,11.005767377745084,812,13363.26005525866,1,sim,nao,solteiro,3,0,0
38,7857.520324073541,5.132193904738813,363,14419.866313386174,6,sim,nao,casado,4,0,1
13,7868.619338704152,8.422357401357424,873,17089.90851528407,7,sim,nao,casado,0,0,0
